X,Y,Location_notes,Encounter_type,Date_of_observation,Comments,Review_status
-79.69190818,43.42004868,,Encounter,12/5/2016,"I was walking our dog, and returned home to find a coyote in our driveway. The coyote approached us, so I picked our dog up, and stomped toward the coyote shoutin go away. It ran into my neighbours backyard. I put the dog in the house and went into the n",Complete
-79.67740199,43.44200354,,Sighting,12/6/2016,"Coyote wandering grass area of my workplace late at night . Almost walked into it on my way to parking lot to get into car .
It started wandering back and forth didn't know where to go .",Complete
-79.71827346,43.43566558,,Sighting,12/7/2016,"I live on Potters Wheel Cres. here in Oakville. I was in my kitchen and I thought I saw a huge dog walking along the ridge behind my house. It stopped behind a several trees, and started to walk into the a bit of clearing. It was alone and huge!!!",Complete
-79.70250504,43.49813752,,Sighting,12/7/2016,From my living window I saw Coyote walking and then it go up the stairs of our neighbors 'house and then come down and complete walking till I couldn't see it . This is the third time to see it in our street but the previous times was about 7:30 am,Complete
-79.70942344,43.46590236,,Sighting,12/6/2016,Coyote was spotted on school (munn's public school) blacktop.,Complete
-79.70889773,43.46641239,,Sighting,12/6/2016,2 coyotes were spotted on our school field (Munn's public school),Complete
-79.72703586,43.45221405,,Sighting,12/9/2016,This coyote did not look healthy. Very little fur on tail. Ie likely has mange?,Complete
-79.70849047,43.45673228,,Sighting,12/7/2016,Looked healthy. Bushy tail.,Complete
-79.72714888,43.45053458,,Encounter,12/10/2016,Was walking our dog.   Coyote was on The Links at the Northwest circle.   I picked up the dog and began walking the other way.   The Coyote was aggressive and started to follow me.   Came within 75 feet.   I rang neighbors doorbell and had the hold dog.,Complete
-79.70139974,43.40969953,,Encounter,12/10/2016,"On a walk with my dog, one trotted toward us about 10 feet away, was thankfully distracted by roadkill and ran off. I attempted to yell and it and ""haze"" it but was fortunate that there was some road kill he was more interested in.",Complete
-79.73321328,43.42389778,,Encounter,12/8/2016,"Near the trail by the baseball diamond by Bray's Park - 4 coyotes - 1 following my son and our 85 lb. lab, two which emerged from behind the pine tree adjacent to the baseball diamond and a fourth coyote who crossed the road (Brays's Lane) to join them",Complete
-79.68402727,43.42966087,,Sighting,12/12/2016,,Complete
-79.73927687,43.46089482,,Sighting,12/13/2016,Coyote walking along sidewalk parallel to municipal path system.,Complete
-79.72650279,43.4398674,,Sighting,12/13/2016,"the coyote was wondering in the middle of the street, then he went on to a neighbor's lawn where he proceeded to cut across a couple of front yards, then i think he disappeared down the side of the house.",Complete
-79.68218336,43.49709957,,Sighting,12/7/2016,Coyote ran across the road toward houses,Complete
-79.75456009,43.43597371,,Sighting,12/14/2016,"Coyote was running at very high speed on bicycle lane and sidewalk on Westoak Trails west of Third line, roughly around Westoak Trails/Whitecliffe Way.",Complete
-79.69496605,43.44314688,,Sighting,12/2/2016,Coyote repetitively came in and out of bushes on the east side of the train underpass on Dorval,Complete
-79.71110831,43.44284469,,Sighting,12/14/2016,I saw a coyote with what appeared to be mange exit one trail and enter another.  Going north on the trail system just west of Abby Lane Public school at 9:15AM.,Complete
-79.74316472,43.43746477,,Sighting,12/14/2016,Upper Middle Road and West Oaks - east side while travelling northbound,Complete
-79.69930246,43.42559492,,Sighting,12/3/2016,"Coyote on roadway appeared to be initially hunting something.  Stood in driveway for some time, then trotted south on road even as cars passed it as they travelled north",Complete
-79.68987808,43.48604395,,Sighting,12/17/2016,Saw a coyote crossing Upper Middle Rd. into Valleybrook Park,Complete
-79.68654149,43.48881917,,Sighting,12/12/2016,We saw a coyote running across Upper Middle road just east of Ninth Line.,Complete
-79.6556032,43.49845563,,Encounter,12/17/2016,"My dog was in our backyard barking and a coyote trotted by on the path in the forest behind our yard. It looked over, i yelled and grabbed the dog (he is safe inside now) and the coyote left. It returned 10mins later and is prowling close to the yard.",Complete
-79.67655199,43.43563252,,Sighting,12/18/2016,The coyote was ill and it was loosing its fur,Complete
-79.6912817,43.42970622,,Sighting,12/19/2016,,Complete
-79.63534462,43.47425701,,Sighting,12/20/2016,"three sighting within three days,  close to homes and dogs, a real concern",Complete
-79.6959271,43.40705387,,Sighting,12/21/2016,Leaving my driveway.,Complete
-79.69675413,43.40349791,,Sighting,12/21/2016,Spotted a Coyote walking down Third Line (near Marine Dr).,Complete
-79.68279615,43.48711448,,Sighting,12/22/2016,"I am in Falgarwood area bordering on Iroquois Shoreline Woods.  Upper Middle on south end of Grand.
We saw a coyote and it approached the back fence. Our dog barking sent it off. Looked young. No picture I was holding the dog .",Complete
-79.68315619,43.49765708,,Sighting,12/20/2016,Coyote was by the road,Complete
-79.69638351,43.4207373,,Encounter,12/22/2016,"Healthy coyote 
He came out towards my dogs and i from the trees in the center of the circle. When i réalized it was not a dog but a large coyote i started moving and making loud noise. A car coming down the street who saw him came to make Sure i was ok",Complete
-79.7031021,43.40209427,,Sighting,12/25/2016,"This large coyote (possibly a Coywolf)  was walking south on Solingate Drive, and the headed east on Lakeshore around 2pm",Complete
-79.71412466,43.40329417,,Sighting,12/23/2016,"I was driving on Rebecca St, in Oakville and saw the Coyote crossing the street on the corner of Rebecca St. and Sunset Dr. heading to the Urban area",Complete
-79.6845106,43.45085203,,Sighting,12/28/2016,Single adult coyote casually trotted from trail on south side of Cornwall Road at Cross through the intersection and into the park area at the northwest corner of Cornwall and Cross.,Complete
-79.69150805,43.42673392,,Sighting,12/29/2016,,Complete
-79.67609466,43.44411514,,Sighting,12/31/2016,"While taking my two small dogs for their nightly walk, we encountered a coyote bounding through the back of our apartment building complex at 199 Queen Mary Dr.",Complete
-79.69704987,43.42522677,,Sighting,12/31/2016,Walking two yellow Lab retrievers. Coyote on front lawn 80 ft away. Coyote did not react to both dogs barking. We moved away.,Complete
-79.73834285,43.44725482,,Sighting,12/31/2016,coyote observed with no interaction,Complete
-79.69419608,43.47777935,,Sighting,1/2/2017,Coyote larger than a german shepherd ran right down the middle of the road (Lincoln Gate).,Complete
-79.71951703,43.46125499,,Sighting,12/4/2016,Large coyote sighted along grassy area on north side of Upper Middle Road just east of Neyagawa.,Complete
-79.74436664,43.4270071,,Sighting,1/3/2017,I think its not a coyote but a fox,Complete
-79.7443881,43.42702268,,Sighting,1/3/2017,resubmitting with picture,Complete
-79.69302307,43.4169048,,Sighting,1/5/2017,Coyote prowling yards on Tweedsdale: houses south of School Gate,Complete
-79.70343719,43.40842742,,Sighting,1/2/2017,Coyote was running up third line past Hixon crossing the street a few times. Fur was disheveled and part of tail of tail appeared to be missing.,Complete
-79.72094879,43.48178932,,Sighting,1/4/2017,"Hays blvd park on top of hill, dog noticed it first before we started walking away, no attack it walked the other way",Complete
-79.70789028,43.44689963,,Encounter,1/4/2017,"My 18 month old daughter and I were approached by a smaller coyote who was in no way afraid of us, no matter how much noise I made. I had to scare the animal away by actually kicking it and hitting it with my daughters back pack.",Complete
-79.70194159,43.4455561,,Sighting,1/4/2017,"Coyote was running through parking lot beside Staples, before it crossed the street towards the residential houses.",Complete
-79.76137694,43.44347815,,Sighting,1/7/2017,4x coyote crossing street,Complete
-79.74454645,43.41368294,,Sighting,1/4/2017,"Employee at Halton Regional Centre relaying that a coyote sighting at the south parking lot, near the main entrance of the Halton Regional Administration building.  The coyote did not appeared diseased, was just prancing around the area.",Complete
-79.72474111,43.48110365,,Sighting,1/8/2017,"I spotted a coyote on my way home, near my house. It ran out on the road infront of me and ran into the field where the Trafalger park is under construction.",Complete
-79.68929196,43.42510114,,Sighting,1/7/2017,Coyote walked along Lakeshore Road at 4th Line and then entered the creek valley on the south side of the road.,Complete
-79.67708013,43.44316032,,Sighting,1/8/2017,Coyote seen on location of developmental disabilities group home organization grounds. Only one spotted,Complete
-79.72274331,43.44906087,,Sighting,1/8/2017,"We saw four coyotes loping down the fairway, through the windows in our backyard, which backs onto the Glen Abbey golf Club.",Complete
-79.70001469,43.42956944,,Sighting,1/8/2017,Today I saw 2 red fox in Oakville for the first time in probably 10 years. At noon 2 fox were travelling south on maplehurst between pine crest and bridge roads.they crossed the road towards the west and continued south then into backyards.,Complete
-79.69992843,43.4455206,,Sighting,1/7/2017,,Complete
-79.72227694,43.43425693,,Sighting,1/10/2017,"At 8:45 this morning (Jan 10), I saw a coyote crossing Pilgrims Way and entering McCraney Creek forest. The coyote didn't appear to be distressed. It walked quickly yet calmly across the street from East to West and slipped into the foliage.",Complete
-79.72931382,43.43514526,,Sighting,1/10/2017,At 8:45 am today (Jan 10) I saw a coyote cross Pilgrims Way and into the forest of McCraney Creek. The coyote crossed from east to west. It did not seem to be distressed in any way. It walked quickly across the road in front of me.,Complete
-79.74095101,43.42666394,,Sighting,1/11/2017,A single coyote running up Carpenters Circle to Heritage Way.,Complete
-79.65607571,43.49817604,,Sighting,1/12/2017,One animal outside our back fence in the walking trail.,Complete
-79.75157074,43.47117383,,Sighting,1/6/2017,"Saw a Wolf, wont  call it a cayote as it was very big in size and wasn't walking like a cayote too. Was in grey colour and wondering in front of the houses and ran away as he saw a car which stopped to see the animal - scary to see such a big animal",Complete
-79.68856014,43.48265488,,Sighting,1/13/2017,"1 or 2 coyotes at Grosvenor and Lancaster 

4th encounter in the past 3 months",Complete
-79.68661851,43.47855559,,Sighting,1/12/2017,"This coyote was crossing Grand Blvd (going north) at the entrance to the path to Holy Family and Sheridan public schools. We later met someone who saw one (presumably the same one) in front of Sheridan Woods on Grosvenor. He avoided us, but did not run.",Complete
-79.69675902,43.4064561,,Sighting,1/13/2017,On Venetia Dr,Complete
-79.66485158,43.46711377,,Sighting,1/14/2017,,Complete
-79.75304099,43.44489156,,Sighting,1/14/2017,"I was standing out on the top level of my  deck & saw 2 large coyotes, one larger than the other, start across 3rd line going East.  2 cars had to slow to let them pass. I had a good view with the street lights. They were large and healthy looking.",Complete
-79.65565486,43.47083624,,Sighting,1/16/2017,,Complete
-79.67675457,43.44444936,,Sighting,1/17/2017,"Coyote presently in field behind residence , 220 queen Mary dr. Property belongs to prov. of Ontario and is currently used to treat people with brain injuries. May be sick or injured.",Complete
-79.70796476,43.47557474,,Sighting,1/12/2017,There may have been another incident a few days before where a dog was barking seemingly in pain and abruptly stopped.,Complete
-79.67648268,43.44288311,,Sighting,1/17/2017,,Complete
-79.73121214,43.37916943,,Sighting,1/18/2017,"As I was leaving home (3459 wavecrest st) to work at around 6:45 am today, I saw two coyotes coming out from creek path woods playground towards Creek path ave travelling north on the side walk.",Complete
-79.69789588,43.40094549,,Sighting,1/13/2017,Seen walking along the shoreline in the parkette south of Marine Dr between the two walking paths that lead to Waters Edge Dr.,Complete
